time,M,T,W,R,F,S,Su
07:55AM,15,4,21,10,10,0,0
07:56AM,17,4,23,10,11,0,0
07:57AM,18,4,24,9,12,0,0
07:58AM,18,4,24,8,12,0,0
07:59AM,18,4,24,7,12,0,0
08:00AM,17,4,22,6,11,0,0
08:01AM,16,3,20,5,10,0,0
08:02AM,14,3,18,4,9,0,0
08:03AM,12,3,15,3,7,0,0
08:04AM,10,2,12,2,6,0,0
08:05AM,8,2,10,2,5,0,0
08:06AM,6,1,8,1,4,0,0
08:07AM,5,1,6,1,3,0,0
08:08AM,4,1,4,1,2,0,0
08:09AM,3,1,3,1,2,0,0
08:10AM,2,1,2,1,1,0,0
08:11AM,1,1,1,0,1,0,0
08:12AM,1,1,1,0,1,0,0
08:13AM,1,1,1,0,1,0,0
08:14AM,-1,1,-1,1,1,0,0
08:15AM,-1,1,-1,1,1,0,0
08:16AM,-1,1,1,1,1,0,0
08:17AM,-1,1,1,1,1,0,0
08:18AM,-1,1,1,1,1,0,0
08:19AM,1,1,1,1,1,0,0
08:20AM,1,2,2,2,1,0,0
08:21AM,2,2,3,2,1,0,0
08:22AM,3,4,4,4,2,0,0
08:23AM,5,7,7,7,2,0,0
08:24AM,8,10,10,10,2,0,0
08:25AM,13,15,15,15,3,0,0
08:26AM,19,22,21,22,3,0,0
08:27AM,27,31,29,31,4,0,0
08:28AM,38,43,40,43,4,0,0
08:29AM,53,58,55,58,5,0,0
08:30AM,70,76,72,76,6,0,0
08:31AM,91,96,92,97,7,0,0
08:32AM,113,118,114,119,8,0,0
08:33AM,137,140,137,142,9,0,0
08:34AM,159,161,159,163,10,0,0
08:35AM,178,178,179,181,11,0,0
08:36AM,193,190,193,193,11,0,0
08:37AM,202,196,202,199,11,0,0
08:38AM,203,194,203,197,11,0,0
08:39AM,197,185,197,188,11,0,0
08:40AM,184,171,185,173,10,1,1
08:41AM,166,151,166,153,8,1,1
08:42AM,144,129,144,131,7,1,1
08:43AM,120,106,120,107,6,2,1
08:44AM,97,83,97,85,5,2,2
08:45AM,76,64,76,65,4,3,2
08:46AM,57,47,57,47,4,5,3
08:47AM,42,33,42,34,5,7,4
08:48AM,30,23,31,24,7,9,5
08:49AM,22,17,23,16,9,11,7
08:50AM,18,12,19,12,14,14,8
08:51AM,16,10,18,9,20,17,10
08:52AM,15,10,17,9,25,19,11
08:53AM,17,12,20,8,35,22,12
08:54AM,21,15,24,9,46,23,13
08:55AM,26,21,31,12,59,24,13
08:56AM,32,27,38,16,72,23,13
08:57AM,37,35,45,19,85,22,12
08:58AM,43,43,51,23,97,21,11
08:59AM,47,51,56,26,106,18,10
09:00AM,50,59,59,29,112,15,8
09:01AM,51,66,61,31,113,13,7
09:02AM,50,70,60,32,111,10,5
09:03AM,48,73,57,31,105,8,4
09:04AM,44,73,52,30,96,6,3
09:05AM,39,70,47,28,84,4,2
09:06AM,34,64,40,25,71,3,2
09:07AM,28,57,33,21,58,2,1
09:08AM,23,49,26,18,46,1,1
09:09AM,18,41,20,14,35,1,1
09:10AM,13,32,15,11,26,1,1
09:11AM,9,25,11,8,18,1,0
09:12AM,6,18,7,6,12,1,0
09:13AM,4,13,5,4,8,0,0
09:14AM,3,9,3,3,5,0,0
09:15AM,1,6,1,2,3,0,0
09:16AM,1,4,-1,1,1,0,0
09:17AM,-1,2,-1,1,-1,0,0
09:18AM,-1,2,-1,-1,-1,0,0
09:19AM,-1,1,-1,-1,-2,0,0
09:20AM,-1,-1,-2,-1,-2,0,0
09:21AM,-1,-1,-2,-1,-2,0,0
09:22AM,-1,-1,-1,-1,-2,0,0
09:23AM,-2,-1,-2,-1,-1,0,0
09:24AM,-2,-1,-2,-1,-1,0,0
09:25AM,-2,-1,-2,-1,-1,0,0
09:26AM,-2,-1,-2,-1,-1,0,0
09:27AM,-2,-1,-2,-1,-1,1,0
09:28AM,-2,-1,-2,-1,-1,1,0
09:29AM,-2,-1,-2,-1,-1,1,0
09:30AM,-2,-1,-2,-1,-1,1,0
09:31AM,-2,-1,-2,-1,-1,1,0
09:32AM,-2,-1,-2,-1,-1,2,0
09:33AM,-2,-1,-2,-1,-1,2,0
09:34AM,-2,-1,-2,-1,-1,3,0
09:35AM,-2,-1,-2,-1,-1,3,0
09:36AM,-1,-1,-2,-1,-1,4,0
09:37AM,-1,-1,-2,-1,-1,5,0
09:38AM,-1,-1,-1,-1,-1,6,0
09:39AM,-1,-1,-1,-1,-1,7,0
09:40AM,-1,-1,-1,-1,-1,8,0
09:41AM,-1,-1,-1,-1,-1,8,0
09:42AM,-1,-1,-1,-1,-1,8,1
09:43AM,-1,-1,-1,-1,-1,8,1
09:44AM,-1,-1,-1,-1,-1,8,1
09:45AM,-1,-1,-1,-1,-1,7,1
09:46AM,-1,-1,-1,-1,1,6,1
09:47AM,-1,-1,-1,-1,1,6,1
09:48AM,-1,-1,-1,-1,1,5,1
09:49AM,-1,-1,-1,-1,1,4,1
09:50AM,1,1,1,1,2,4,2
09:51AM,2,2,2,2,4,3,2
09:52AM,4,4,4,4,6,3,2
09:53AM,8,8,8,8,11,3,3
09:54AM,14,14,15,14,18,3,3
09:55AM,23,22,23,22,27,4,3
09:56AM,19,21,20,30,36,4,3
09:57AM,11,7,12,14,50,4,4
09:58AM,31,24,32,30,69,3,3
09:59AM,59,50,62,56,96,3,3
10:00AM,78,73,80,76,113,3,3
10:01AM,117,112,121,114,149,3,3
10:02AM,160,154,165,155,186,2,2
10:03AM,202,196,209,197,223,2,2
10:04AM,242,236,251,237,256,2,2
10:05AM,275,270,286,270,282,1,1
10:06AM,299,295,312,295,298,1,1
10:07AM,311,307,325,308,303,1,1
10:08AM,309,307,324,308,296,1,1
10:09AM,295,294,310,296,278,1,1
10:10AM,270,269,284,272,251,1,1
10:11AM,235,235,248,239,218,1,1
10:12AM,196,196,207,200,181,1,1
10:13AM,155,155,164,159,144,0,0
10:14AM,115,115,122,120,109,0,0
10:15AM,79,79,84,84,78,0,0
10:16AM,49,48,52,53,52,0,0
10:17AM,24,24,26,28,31,0,0
10:18AM,6,5,6,9,16,0,0
10:19AM,-9,-10,-9,-6,4,0,0
10:20AM,-18,-19,-18,-15,-4,0,0
10:21AM,-24,-25,-25,-21,-10,0,0
10:22AM,-26,-28,-28,-24,-12,0,0
10:23AM,-28,-29,-29,-26,-13,0,0
10:24AM,-29,-30,-30,-27,-15,0,0
10:25AM,-28,-29,-30,-26,-14,0,0
10:26AM,-26,-28,-28,-25,-13,0,0
10:27AM,-25,-26,-26,-24,-13,0,0
10:28AM,-24,-25,-25,-22,-12,0,0
10:29AM,-22,-23,-24,-21,-11,0,0
10:30AM,-21,-22,-22,-20,-11,0,0
10:31AM,-20,-21,-21,-19,-10,0,0
10:32AM,-18,-19,-20,-18,-10,0,0
10:33AM,-17,-18,-18,-16,-9,0,0
10:34AM,-16,-17,-17,-15,-8,0,0
10:35AM,-15,-16,-16,-14,-8,0,0
10:36AM,-14,-15,-15,-13,-7,0,0
10:37AM,-13,-14,-14,-12,-7,0,0
10:38AM,-12,-13,-13,-12,-6,0,0
10:39AM,-11,-12,-12,-11,-6,0,0
10:40AM,-10,-11,-11,-10,-6,0,0
10:41AM,-10,-10,-10,-9,-5,0,0
10:42AM,-9,-9,-9,-8,-5,0,0
10:43AM,-8,-8,-9,-8,-4,0,0
10:44AM,-7,-8,-8,-7,-4,0,0
10:45AM,-7,-7,-7,-7,-4,0,0
10:46AM,-6,-7,-7,-6,-4,0,0
10:47AM,-6,-6,-6,-6,-3,0,0
10:48AM,-5,-6,-6,-5,-3,0,0
10:49AM,-5,-5,-5,-5,-3,0,0
10:50AM,-4,-5,-5,-4,-3,0,0
10:51AM,-4,-4,-4,-4,-2,0,0
10:52AM,-4,-4,-4,-4,-2,0,0
10:53AM,-3,-4,-4,-3,-2,0,0
10:54AM,-3,-3,-3,-3,-2,0,0
10:55AM,-2,-3,-3,-3,-1,0,0
10:56AM,-2,-3,-2,-2,1,0,0
10:57AM,-1,-2,-1,-2,2,0,0
10:58AM,3,-2,2,-2,5,0,0
10:59AM,5,-1,5,-1,10,0,0
11:00AM,10,1,9,0,16,0,0
11:01AM,12,-3,10,-4,18,0,0
11:02AM,-15,-1,-17,-3,-5,0,0
11:03AM,-6,2,-12,-1,5,0,0
11:04AM,9,4,3,2,25,0,0
11:05AM,18,5,12,4,39,0,0
11:06AM,39,9,33,6,68,0,0
11:07AM,63,14,56,9,99,0,0
11:08AM,87,18,80,13,130,0,0
11:09AM,111,23,103,16,159,0,0
11:10AM,131,28,124,19,183,0,0
11:11AM,147,31,139,21,201,0,0
11:12AM,156,34,148,22,210,0,0
11:13AM,157,35,150,23,209,0,0
11:14AM,152,35,144,22,199,0,0
11:15AM,139,33,132,21,180,0,0
11:16AM,121,30,114,18,156,0,0
11:17AM,99,26,94,16,127,0,0
11:18AM,77,22,71,13,98,0,0
11:19AM,54,17,50,10,69,0,0
11:20AM,35,14,30,8,44,0,0
11:21AM,18,11,14,6,22,0,0
11:22AM,5,9,1,6,5,0,0
11:23AM,-5,9,-8,7,-8,0,0
11:24AM,-10,12,-13,11,-17,0,0
11:25AM,-11,16,-15,16,-22,0,0
11:26AM,-21,9,-25,9,-25,0,0
11:27AM,-18,-15,-23,-15,-26,0,0
11:28AM,-19,-13,-24,-12,-25,0,0
11:29AM,-10,4,-16,5,-24,0,0
11:30AM,-9,9,-15,11,-22,0,0
11:31AM,5,33,-2,35,-19,0,0
11:32AM,18,57,11,60,-16,0,0
11:33AM,31,81,24,85,-12,-2,0
11:34AM,41,103,35,107,-9,-2,0
11:35AM,48,120,43,125,-6,-2,0
11:36AM,53,131,48,136,-4,-2,0
11:37AM,53,135,50,140,-2,-2,0
11:38AM,50,131,48,137,-1,-2,0
11:39AM,44,121,43,127,-1,-2,0
11:40AM,36,106,36,111,-1,-2,0
11:41AM,26,86,27,91,-2,-2,0
11:42AM,16,65,17,68,-3,-2,0
11:43AM,7,43,7,46,-4,-2,0
11:44AM,-3,23,-2,25,-5,-2,0
11:45AM,-10,5,-9,7,-6,-2,0
11:46AM,-15,-11,-15,-10,-6,-2,0
11:47AM,-19,-22,-19,-22,-7,-2,0
11:48AM,-21,-31,-21,-30,-7,-2,0
11:49AM,-22,-36,-23,-36,-7,-2,0
11:50AM,-23,-39,-24,-39,-7,-2,0
11:51AM,-23,-41,-24,-41,-6,-2,0
11:52AM,-22,-41,-23,-41,-6,-2,0
11:53AM,-21,-41,-22,-41,-6,-2,0
11:54AM,-20,-39,-21,-39,-5,-2,0
11:55AM,-19,-38,-20,-38,-5,-2,0
11:56AM,-18,-36,-19,-36,-4,-1,0
11:57AM,-17,-34,-18,-34,-4,-1,0
11:58AM,-16,-32,-17,-32,-4,-1,0
11:59AM,-15,-30,-16,-30,-3,-1,0
12:00PM,-14,-28,-14,-28,-3,-1,0
12:01PM,-15,-26,-15,-26,-4,-1,0
12:02PM,-13,-25,-13,-25,-3,-1,0
12:03PM,-11,-23,-11,-23,-1,-1,0
12:04PM,-9,-21,-8,-21,2,-1,0
12:05PM,-6,-19,-5,-19,6,-3,0
12:06PM,-5,-21,-4,-18,5,-3,0
12:07PM,-32,-23,-28,-19,-23,-3,0
12:08PM,-27,-21,-23,-17,-24,-3,0
12:09PM,-18,-18,-14,-14,-14,-3,0
12:10PM,-13,-15,-9,-11,-27,-3,0
12:11PM,1,-12,6,-7,-14,-3,0
12:12PM,16,-9,20,-3,-1,-2,0
12:13PM,31,-5,35,3,13,-2,0
12:14PM,46,-1,49,7,25,-2,0
12:15PM,59,3,61,11,34,-2,0
12:16PM,69,6,70,14,40,-2,0
12:17PM,76,8,76,17,43,-1,0
12:18PM,78,9,77,19,41,-1,0
12:19PM,76,9,74,19,36,1,0
12:20PM,70,9,67,19,27,2,0
12:21PM,60,8,57,17,17,3,0
12:22PM,49,6,45,15,6,4,0
12:23PM,36,4,33,13,-6,5,0
12:24PM,23,2,20,10,-16,6,0
12:25PM,11,-1,9,7,-24,6,0
12:26PM,1,-2,-2,4,-31,7,0
12:27PM,-8,-4,-9,2,-36,7,0
12:28PM,-14,-5,-15,0,-39,7,0
12:29PM,-19,-6,-19,-2,-41,7,0
12:30PM,-22,-6,-22,-3,-42,6,0
12:31PM,-23,-6,-23,-3,-42,5,0
12:32PM,-24,-6,-23,-4,-41,4,0
12:33PM,-24,-6,-23,-4,-39,3,0
12:34PM,-23,-6,-23,-4,-38,3,0
12:35PM,-23,-6,-22,-4,-36,2,0
12:36PM,-21,-5,-21,-4,-34,1,0
12:37PM,-20,-5,-20,-4,-32,1,0
12:38PM,-19,-5,-19,-3,-31,1,0
12:39PM,-18,-4,-17,-3,-29,-1,0
12:40PM,-17,-4,-16,-3,-27,-1,0
12:41PM,-16,-4,-15,-3,-26,-1,0
12:42PM,-15,-3,-14,-3,-24,-1,0
12:43PM,-14,-3,-13,-2,-22,-1,0
12:44PM,-12,-3,-13,-2,-21,-1,0
12:45PM,-11,-3,-12,-2,-21,-1,0
12:46PM,-10,-3,-11,-2,-20,-1,0
12:47PM,-9,-2,-10,-2,-19,-1,0
12:48PM,-8,-2,-9,-2,-17,-1,0
12:49PM,-7,-2,-9,-2,-16,-1,0
12:50PM,-6,-2,-8,-2,-15,-1,0
12:51PM,-5,-2,-7,-1,-14,-1,0
12:52PM,-4,-2,-7,-1,-13,-1,0
12:53PM,-3,-2,-6,-1,-12,-1,0
12:54PM,-2,-2,-6,-1,-11,-1,0
12:55PM,-2,-1,-5,-1,-10,-1,0
12:56PM,-2,-14,-7,-14,-10,-1,0
12:57PM,-4,-19,-9,-19,-11,-1,0
12:58PM,-13,-30,-18,-31,-11,-1,0
12:59PM,-13,-32,-17,-33,-11,-1,0
01:00PM,-24,-50,-26,-51,-11,-1,0
01:01PM,-24,-49,-26,-50,-10,-1,0
01:02PM,-24,-49,-25,-50,-10,-1,0
01:03PM,-24,-48,-25,-49,-9,-1,0
01:04PM,-24,-48,-24,-49,-9,-1,0
01:05PM,-23,-46,-23,-47,-8,-1,0
01:06PM,-22,-45,-22,-46,-7,-1,0
01:07PM,-20,-42,-20,-43,-6,-1,0
01:08PM,-16,-38,-17,-40,-4,-1,0
01:09PM,-11,-33,-12,-34,-1,-1,0
01:10PM,-5,-25,-6,-27,3,-1,0
01:11PM,-7,-18,-9,-21,6,-1,0
01:12PM,1,-5,-1,-9,6,-1,0
01:13PM,14,13,10,9,9,-1,0
01:14PM,35,35,28,29,20,-1,0
01:15PM,55,59,45,52,24,-1,0
01:16PM,85,86,69,79,39,-1,0
01:17PM,117,116,95,107,56,-1,0
01:18PM,149,145,121,134,72,0,0
01:19PM,179,171,145,160,88,0,0
01:20PM,204,193,166,181,101,0,0
01:21PM,222,208,180,197,111,0,0
01:22PM,232,215,188,204,117,0,0
01:23PM,231,213,187,203,117,0,0
01:24PM,221,202,179,194,113,0,0
01:25PM,203,185,164,178,104,0,0
01:26PM,178,162,144,156,92,0,0
01:27PM,149,135,120,132,77,0,0
01:28PM,119,108,96,106,61,0,0
01:29PM,89,82,72,81,46,0,0
01:30PM,63,59,50,58,32,0,0
01:31PM,40,39,32,39,20,0,0
01:32PM,22,24,17,23,10,0,0
01:33PM,8,12,5,11,2,0,0
01:34PM,-3,3,-4,2,-4,0,0
01:35PM,-10,-4,-9,-5,-8,0,0
01:36PM,-14,-8,-13,-9,-11,0,0
01:37PM,-17,-10,-15,-11,-12,0,0
01:38PM,-18,-11,-16,-12,-13,0,0
01:39PM,-18,-11,-16,-12,-13,0,0
01:40PM,-18,-11,-16,-12,-13,0,0
01:41PM,-17,-10,-15,-11,-12,0,0
01:42PM,-16,-10,-14,-10,-11,0,0
01:43PM,-14,-9,-12,-9,-11,0,0
01:44PM,-13,-8,-11,-8,-10,0,0
01:45PM,-12,-7,-9,-7,-10,0,0
01:46PM,-10,-6,-7,-6,-9,0,0
01:47PM,-8,-6,-7,-4,-8,0,0
01:48PM,-6,-5,-4,-3,-8,0,0
01:49PM,-4,-4,-1,-1,-7,0,0
01:50PM,-3,-3,3,2,-9,0,0
01:51PM,-1,-2,8,5,-9,0,0
01:52PM,2,-1,12,7,-9,0,0
01:53PM,4,1,15,9,-8,0,0
01:54PM,5,2,19,12,-8,0,0
01:55PM,6,2,21,13,-7,0,0
01:56PM,7,3,23,15,-7,0,0
01:57PM,7,3,23,15,-7,0,0
01:58PM,6,3,23,15,-6,0,0
01:59PM,5,3,21,15,-6,0,0
02:00PM,4,3,19,13,-6,0,0
02:01PM,3,2,16,12,-5,0,0
02:02PM,2,2,12,10,-5,0,0
02:03PM,1,1,9,8,-5,-2,0
02:04PM,-1,1,6,6,-5,-2,0
02:05PM,-1,1,4,5,-4,-2,0
02:06PM,-2,-1,2,3,-4,-2,0
02:07PM,-2,-1,1,2,-4,-2,0
02:08PM,-2,-1,-1,1,-4,-2,0
02:09PM,-2,-1,-2,1,-3,-2,0
02:10PM,-2,-1,-2,-1,-3,-2,0
02:11PM,-2,-1,-2,-1,-3,-2,0
02:12PM,-2,-1,-2,-1,-3,-2,0
02:13PM,-1,1,-1,-1,-2,-2,0
02:14PM,1,1,2,1,-2,-2,0
02:15PM,3,2,4,1,-1,-2,0
02:16PM,-9,-9,-8,-11,-13,-2,0
02:17PM,-11,-10,-8,-10,-17,-2,0
02:18PM,-9,-7,-4,-10,-19,-2,0
02:19PM,-4,-6,4,-10,-18,-2,0
02:20PM,-2,-6,5,-9,-25,-2,0
02:21PM,7,-2,17,-5,-23,-2,0
02:22PM,16,4,30,-2,-20,-2,0
02:23PM,27,10,43,2,-16,-2,0
02:24PM,37,15,57,6,-13,-2,0
02:25PM,47,20,70,9,-10,-2,0
02:26PM,55,24,80,12,-7,-1,0
02:27PM,61,26,87,14,-5,-1,0
02:28PM,64,27,90,15,-4,-1,0
02:29PM,64,26,89,14,-3,-1,0
02:30PM,61,24,84,13,-4,-1,0
02:31PM,54,21,75,11,-5,-1,0
02:32PM,46,16,64,8,-7,-1,0
02:33PM,37,12,51,5,-9,-2,-1
02:34PM,27,7,38,2,-12,-2,-1
02:35PM,19,4,27,-1,-14,-2,-1
02:36PM,11,1,16,-3,-15,-2,-1
02:37PM,5,-1,9,-3,-17,-2,-1
02:38PM,2,-1,3,-2,-17,-2,-1
02:39PM,1,3,1,3,-18,-2,-1
02:40PM,2,8,1,9,-17,-2,-1
02:41PM,2,13,1,14,-17,-2,-1
02:42PM,2,17,1,17,-19,-1,-1
02:43PM,7,21,5,23,-18,-1,-1
02:44PM,16,40,15,42,-16,-1,-1
02:45PM,20,50,18,48,-14,-1,-1
02:46PM,34,75,32,73,-12,-1,-1
02:47PM,48,102,46,99,-10,-1,-1
02:48PM,60,127,59,125,-8,-1,-1
02:49PM,71,150,70,148,-5,-1,-1
02:50PM,79,169,78,166,-3,-1,-1
02:51PM,84,181,82,178,-1,-1,-1
02:52PM,84,186,83,182,2,-1,-1
02:53PM,80,182,79,179,3,-1,-1
02:54PM,73,172,72,168,4,-1,-1
02:55PM,63,155,62,151,5,-1,-1
02:56PM,51,134,51,129,4,-1,-1
02:57PM,39,110,39,106,4,-1,-1
02:58PM,28,86,27,81,3,-1,-1
02:59PM,17,63,16,59,2,-1,-1
03:00PM,8,42,7,38,1,-1,-1
03:01PM,1,25,-1,21,-1,-1,-1
03:02PM,-6,11,-6,8,-2,-1,-1
03:03PM,-10,-1,-10,-4,-3,-1,-1
03:04PM,-12,-8,-13,-11,-3,-1,-1
03:05PM,-14,-14,-14,-15,-4,-1,-1
03:06PM,-15,-17,-15,-19,-4,-1,-1
03:07PM,-15,-19,-15,-20,-4,-1,-1
03:08PM,-14,-20,-15,-20,-4,-1,-1
03:09PM,-14,-19,-14,-20,-4,-1,-1
03:10PM,-13,-19,-14,-20,-4,-1,-1
03:11PM,-13,-18,-13,-19,-3,-1,-1
03:12PM,-12,-17,-12,-18,-3,-1,-1
03:13PM,-11,-16,-11,-17,-3,-1,-1
03:14PM,-11,-15,-11,-16,-3,-1,-1
03:15PM,-10,-14,-10,-15,-3,-1,-1
03:16PM,-9,-14,-9,-14,-2,-1,-1
03:17PM,-9,-13,-9,-13,-2,-1,-1
03:18PM,-8,-12,-8,-12,-2,-1,-1
03:19PM,-7,-11,-7,-11,-2,-1,-1
03:20PM,-6,-10,-6,-10,-1,-1,-1
03:21PM,-15,-9,-16,-9,-1,-1,-1
03:22PM,-16,-12,-18,-12,-3,-1,-1
03:23PM,-15,-11,-16,-12,-3,-1,-1
03:24PM,-14,-10,-14,-11,-2,-1,-1
03:25PM,-12,-9,-13,-10,-1,-1,-1
03:26PM,-9,-8,-10,-9,1,-1,-1
03:27PM,-5,-6,-6,-8,2,-1,-1
03:28PM,-2,-4,-2,-7,4,-1,-1
03:29PM,2,-2,3,-6,5,-1,-1
03:30PM,5,-1,6,-4,6,-1,-1
03:31PM,7,1,9,-4,7,-1,-1
03:32PM,9,2,10,-3,8,-1,-1
03:33PM,9,3,11,-2,8,-1,-1
03:34PM,9,3,10,-2,8,-1,-1
03:35PM,7,2,8,-2,7,-1,-3
03:36PM,5,2,6,-3,6,-1,-3
03:37PM,3,1,3,-3,5,-1,-2
03:38PM,1,-1,-1,-3,4,-1,-2
03:39PM,-3,-2,-3,-4,3,-1,-2
03:40PM,-5,-3,-6,-4,2,0,-2
03:41PM,-6,-3,-8,-4,1,0,-2
03:42PM,-7,-4,-9,-4,-1,0,-2
03:43PM,-8,-4,-10,-4,-1,0,-2
03:44PM,-8,-4,-10,-4,-1,0,-2
03:45PM,-8,-4,-11,-4,1,0,-2
03:46PM,-8,-4,-11,-4,2,0,-2
03:47PM,-8,-4,-10,-4,4,0,-2
03:48PM,-7,-4,-10,-4,6,0,-2
03:49PM,-6,-4,-10,-4,9,0,-2
03:50PM,-5,-4,-9,-3,13,0,-2
03:51PM,-4,-4,-9,-3,18,0,-2
03:52PM,-3,-3,-8,-3,22,0,-2
03:53PM,-2,-3,-8,-3,27,0,-2
03:54PM,1,-3,-7,-3,31,0,-2
03:55PM,1,-3,-7,-2,35,0,-2
03:56PM,2,-3,-6,-2,37,0,-2
03:57PM,3,-2,-6,-2,38,0,-2
03:58PM,3,-2,-6,-2,37,0,-2
03:59PM,3,-2,-5,-2,35,0,-2
04:00PM,2,-2,-5,-2,32,0,-2
04:01PM,2,-2,-5,-2,28,0,-2
04:02PM,1,-2,-4,-2,23,0,-1
04:03PM,1,-2,-4,-2,18,-1,-1
04:04PM,-1,-2,-4,-1,14,-1,-1
04:05PM,-1,-2,-4,-1,11,-1,-1
04:06PM,-1,-1,-3,-1,8,-1,-1
04:07PM,-2,-1,-3,-1,5,-1,-1
04:08PM,-2,-1,-3,-1,3,-1,-1
04:09PM,-2,-1,-3,-1,2,-1,-1
04:10PM,-2,-1,-2,-1,1,-1,-1
04:11PM,-4,-13,-5,-13,1,-1,-1
04:12PM,-11,-21,-11,-21,-3,-1,-1
04:13PM,-13,-33,-12,-34,-3,-1,-1
04:14PM,-14,-33,-12,-34,-3,-1,-1
04:15PM,-27,-52,-24,-52,-3,-1,-1
04:16PM,-27,-52,-21,-52,-2,-1,-1
04:17PM,-26,-52,-17,-51,-2,-1,-1
04:18PM,-26,-51,-12,-51,-2,-1,-1
04:19PM,-25,-50,-4,-50,-1,-1,-1
04:20PM,-23,-50,6,-49,-1,-1,-1
04:21PM,-22,-49,18,-48,1,-1,-1
04:22PM,-20,-48,31,-47,1,-1,-1
04:23PM,-19,-47,46,-45,2,-1,-1
04:24PM,-17,-46,60,-43,2,-1,-1
04:25PM,-15,-45,73,-40,2,-1,-1
04:26PM,-18,-48,79,-39,-2,-1,-1
04:27PM,-21,-50,83,-36,-4,-1,-1
04:28PM,-36,-47,78,-30,-7,-1,-1
04:29PM,-35,-45,77,-22,-7,-1,-1
04:30PM,-35,-43,72,-13,-8,-1,-1
04:31PM,-35,-39,64,-1,-8,-1,-1
04:32PM,-34,-34,52,12,-8,-1,-1
04:33PM,-33,-28,37,25,-9,-1,-1
04:34PM,-31,-20,25,39,-9,-1,-1
04:35PM,-32,-10,13,50,-9,-1,-1
04:36PM,-29,3,5,61,-9,-1,-1
04:37PM,-27,16,-3,68,-9,-1,-1
04:38PM,-24,30,-7,72,-9,-1,-1
04:39PM,-21,44,-10,71,-8,-1,-1
04:40PM,-19,57,-12,67,-8,-1,-1
04:41PM,-17,67,-12,59,-8,-1,-1
04:42PM,-15,74,-12,49,-8,-1,-1
04:43PM,-14,78,-12,37,-7,-1,-1
04:44PM,-14,77,-13,26,-7,-1,-1
04:45PM,-14,73,-13,16,-7,-1,-1
04:46PM,-15,66,-12,7,-7,-1,-1
04:47PM,-16,56,-11,-1,-6,-1,-1
04:48PM,-17,47,-10,-7,-6,-1,-1
04:49PM,-18,37,-9,-10,-6,-1,-1
04:50PM,-19,29,-7,-12,-6,-1,0
04:51PM,-20,23,-5,-13,-5,-1,0
04:52PM,-20,19,-2,-13,-5,-1,0
04:53PM,-20,16,1,-12,-5,-1,0
04:54PM,-19,15,3,-12,-5,-1,0
04:55PM,-19,15,4,-11,-4,-1,0
04:56PM,-18,15,5,-10,-4,-1,0
04:57PM,-17,15,5,-9,-4,-1,0
