time,ACH,ADW,AFC,ASA,ATH,BDF,BKL,BKR,BLM,BLY,BRD,BRN,BRZ,BTB,BTN,CLD,CLK,CMH,CMS,CRP,EMR,ESN,FRN,GGG,GSH,GTR,GTS,HEB,HGH,HLS,IVS,JMA,KLR,KMB,KND,LNC,MCG,MLS,MLT,MNL,MNS,MRL,MRS,MTH,MVR,OLH,PHL,PHS,PLS,RCK,RHD,RND,RPC,RRB,SBL,SGC,SGH,SNE,SSB,STK,STL,STM,SVG,SWZ,THR,TIC,TMR,UPS,URH,WHT,WLL,WRN
11:31AM,0.0,-0.15197269792363963,0.0,0.8484492509187902,0.0,-1.0615656165626284,-6.027790323703871,0.0,0.0,-9.928976757946318,2.7131332842851807,0.0,0.0,0.0,0.0,4.81689321845937,0.966297156681968,-0.6164930198789155,0.191296306139343,0.0,-0.42447798202447634,0.0,-0.5307164103566401,-0.0001408021111054205,0.7804073424538691,0.0,-1.1707981781958139,0.6303549698501064,0.0,-0.7140207699711709,0.9258989841676453,0.0,-2.666690737150658,-1.8894177412028041,-10.186597137224958,-0.1602321920576224,-0.1408349192636824,0.0,-2.2265483689435963,-0.3737855447604033,0.0,-1.924790920403173,-4.1525093667810955,-3.364893071438599,5.361536145651944,-0.2784128376497419,-2.108621551547176,-1.0916554950512671,-0.795896216295893,-6.736649579924532,0.3262734580284987,-0.215055704608924,0.0,-1.7630686268567977,1.0418868661644818,0.0,9.857974746043702,2.5651851395401164,0.0,0.9242785133365472,-1.473668341659124,-0.46533961517970324,3.6392013675218955,-0.5675936633218317,2.0672687488835026,0.0,0.0,-1.7090036329937681,-5.012478909622134,3.4135775373357315,0.6002273504090343,15.21178260475904
11:32AM,0.0,-0.14337046973928266,0.0,1.2363221563248596,0.0,-0.9995268809314936,-4.755064773709108,0.0,0.0,-9.366427458456377,3.3928097771334103,0.0,0.0,0.0,0.0,6.013294037431156,1.5619621530517254,-0.5805019019575476,0.47358332786847857,0.0,-0.40196778600802674,0.0,-0.4997077375088054,-0.00011852029554328324,4.157414667357477,0.0,-1.1044638810124672,0.6944542623433377,0.0,1.6413166937268961,4.286446610802189,0.0,-2.5110082270721827,-1.7924715896464796,-9.872880029570092,0.4995821623183181,0.32566848904211065,0.0,-0.8734487803859112,-0.35393816145001816,0.0,-1.8476983767831607,-3.939695611736,-3.20420386625869,8.395453032430526,0.8430125777452835,-1.9854088899433686,-1.0357262761397223,-0.7522648547220161,-5.570358929728317,0.9634594098352944,-0.20250066347356313,0.0,-1.706027123081755,1.8951558738727905,0.0,25.273305197688472,3.3127543578451073,0.0,1.6829899663085865,4.977805100568247,-0.44380487966679216,5.053894584840531,-0.5641815400760433,3.017580948755217,0.0,0.0,-0.7404498036641307,-4.234193619140219,4.474215165283242,0.9274846227128933,19.535315249473292
11:33AM,0.0,-0.13500044231570874,0.0,1.6250139668163301,0.0,-0.9393513831837923,-3.4149602214029366,0.0,0.0,-8.819166286304053,4.01487878038487,0.0,0.0,0.0,0.0,6.984809963408314,2.2379133811559297,-0.5455844943210033,0.7765101814098379,0.0,-0.379931744809099,0.0,-0.46962903919914795,-9.959688701116241e-5,7.960930855642067,0.0,-1.0399323185994058,0.7013829011515769,0.0,4.325031631115785,7.882995118558785,0.0,-2.359970138225735,-1.6972943651353145,-9.512957955204016,1.2449548959782197,0.7120741933557713,0.0,0.5578528393761752,-0.334513765198804,0.0,-1.771149969820353,-3.7307163143137294,-3.0454359418936097,11.437480488557998,2.097083280439366,-1.865893458650602,-0.9808013978595853,-0.7096838252094492,-4.546773719832844,1.5516313692759551,-0.19032017243755928,0.0,-1.6486122920151918,2.8694410984903076,0.0,42.886830295901866,4.058830726844682,0.0,2.5488611231878604,12.316940443221942,-0.42265454456031765,6.468860992129163,-0.5596813335112092,3.8914610307358894,0.0,0.0,0.36731923191481375,-3.4019053094626908,5.446751829249391,1.2994482955924687,23.077449309997057
11:34AM,0.0,-0.12688011495837284,0.0,1.9814900491467178,0.0,-0.8811479517904252,-2.078868720792701,0.0,0.0,-8.288317908028205,4.520788558067744,0.0,0.0,0.0,0.0,7.628358557218956,2.960592627467947,-0.5118053417645435,1.0796791364293719,0.0,-0.35842617434820667,0.0,-0.4405349688778646,-8.355443541204898e-5,12.011092259627945,0.0,-0.9773361086036323,0.6543564671854031,0.0,7.204413009280913,11.521155901309502,0.0,-2.2138556643768625,-1.604145555839719,-9.118863784594085,2.0403589106671296,0.9803691216183927,0.0,1.9833548697632963,-0.3155611088607049,0.0,-1.6953553630459035,-3.526149807450696,-2.889083173989229,14.23069000152279,3.426745624778578,-1.750292035527268,-0.9270334573342017,-0.6682521894627583,-3.7299956231700646,2.034750964222964,-0.17853674712716633,0.0,-1.5909881568393214,3.9153201638636372,0.0,61.81111541014222,4.7406842549517,0.0,3.47806388248488,20.183000833007004,-0.4019343362729666,7.765180658196484,-0.554121000899904,4.607882013056422,0.0,0.0,1.5595235381393282,-2.5422992926694614,6.23903671623801,1.6974827578795038,25.484467325907744
11:35AM,0.0,-0.11902449808477755,0.0,2.2713023709594466,0.0,-0.8250076435677205,-0.8333952943975182,0.0,0.0,-7.7748468831688,4.8589897441391905,0.0,0.0,0.0,0.0,7.873068679610812,3.6811301388122537,-0.4792184847982616,1.358286418177812,0.0,-0.33750110578927184,0.0,-0.4124712616692125,-6.99785891223191e-5,16.04619928882316,0.0,-0.9167889892863669,0.5626244112877308,0.0,10.086288366645483,14.955819557217033,0.0,-2.07289856215062,-1.513258953854744,-8.707831009350954,2.8341041230221964,1.1043715672509569,0.0,3.301054233458638,-0.29712351959983024,0.0,-1.6205094371164313,-3.3265169278860274,-2.735600924806344,16.507155791891343,4.749032762075382,-1.6387860149118159,-0.8745598654096243,-0.6280565690439456,-3.164367877542527,2.3634355950799,-0.16716923888311452,0.0,-1.5333130756619577,4.960809888681027,0.0,80.75134113632225,5.292918607593205,0.0,4.406764479774264,28.050930338782536,-0.38168518902136,8.81886378081836,-0.54753454392125,5.095479604752121,0.0,0.0,2.7564524040731024,-1.6938847603657012,6.769920845161788,2.094444742893156,26.51312296891181
11:36AM,0.0,-0.11144615925540968,0.0,2.4641104972100054,0.0,-0.7710041930071379,0.23125444593817068,0.0,0.0,-7.27956037486475,4.994064004465673,0.0,0.0,0.0,0.0,7.693563633200672,4.34009674307968,-0.44786774280211367,1.5864718846620751,0.0,-0.31720028739593215,0.0,-0.3854749630746958,-5.851052602200592e-5,19.74812701083398,0.0,-0.8583861391494423,0.43971262755152907,0.0,12.735773709941501,17.91609459809121,0.0,-1.937288375841701,-1.4248423326264585,-8.300700062797706,3.56335414470198,1.0746155491366816,0.0,4.404678551406898,-0.27923888817246634,0.0,-1.5467919356031157,-3.1322804210656083,-2.5854045346949395,18.030881331288764,5.96311612153907,-1.5315223101968307,-0.8235026981258233,-0.5891712655196489,-2.866366750583256,2.503686108136744,-0.15623293353562104,0.0,-1.4757392445944855,5.9183636097451675,0.0,98.13304909910397,5.65796001162111,0.0,5.257328606682686,35.28232002963123,-0.36194329286571847,9.520725429052753,-0.539961645002109,5.3051722537989665,0.0,0.0,3.8611905465477014,-0.9033005749469787,6.98362201623754,2.457323444513664,26.07615432595597
11:37AM,0.0,-0.10415528902374736,0.0,2.5390519420389253,0.0,-0.7189824055743753,1.0356285365975406,0.0,0.0,-6.803112186156118,4.913364720718974,0.0,0.0,0.0,0.0,7.114821922977951,4.875586968404714,-0.4177870735094343,1.741459777783476,0.0,-0.2975612452119439,0.0,-0.35949120278718766,-4.884017197162431e-5,22.786204051661386,0.0,-0.8022046528851777,0.30100735858239813,0.0,14.908546785979045,20.141468151915323,0.0,-1.807171992389646,-1.3390773955543271,-7.918448822347157,4.16269714064348,0.9001387960647937,0.0,5.200661202167036,-0.26193971122467624,0.0,-1.4743672599762796,-2.943844931139079,-3.152399011266819,18.63955465351864,6.964867905029871,-1.4282488326950429,-0.7739687012460744,-0.551658488314278,-2.821634186158203,2.4432365796712023,-0.1457396768056166,0.0,-1.4184122618163704,6.696778374794279,0.0,112.31474619129034,5.796259775212372,0.0,5.948904535854358,41.21326126589945,-0.34271986167835944,9.795717814899248,-0.53144725490267,5.219342077636581,0.0,0.0,4.7729087600199485,-0.21826919571859005,6.860174994782586,2.751841553352431,24.25893715978884
11:38AM,0.0,-0.09715978453707774,0.0,2.48864909967371,0.0,-0.6694435806092881,1.526019976651936,0.0,0.0,-6.344533930271177,4.629446262267002,0.0,0.0,0.0,0.0,6.207320628817554,5.232967258830231,-0.38900099954323497,1.8076203175810763,0.0,-0.2786153981385242,0.0,-0.33472179030464405,-4.070014330968693e-5,24.86659845745786,0.0,-0.7481303409354987,0.16127118139803887,0.0,16.38770351510204,21.421193694478745,0.0,-1.6826554863963188,-1.2561199788274247,-7.582121529663036,4.574277203872359,0.6066982404417409,0.0,5.624737217101329,-0.24525318261412637,0.0,-1.4033844043412678,-2.7615575396009775,-3.008431396075629,18.27492561309686,7.659762479396639,-1.3298406263454776,-0.7260494383171431,-0.5155686806675495,-2.9879419048248,2.193878776782373,-0.13569802309647733,0.0,-1.3614707505358612,7.215523815498475,0.0,121.85071473152011,5.693716167539585,0.0,6.410029808121327,45.25400211965703,-0.3240859568658606,9.61699411680108,-0.522041137121465,4.855194265521053,0.0,0.0,5.402078776655895,0.316806174428379,6.4192550409580065,2.947410854341677,21.302840915891412
11:39AM,0.0,-0.09046534873098488,0.0,2.320238957915885,0.0,-0.6221594615327957,1.6803314189719227,0.0,0.0,-5.907387272133312,4.177634362989566,0.0,0.0,0.0,0.0,5.073756339497188,5.3748361849773465,-0.36152509251230014,1.7792586600405667,0.0,-0.2603882225593684,0.0,-0.31107973076639783,0.0,25.789870453302978,0.0,-0.6965831852285835,0.03263353050811457,0.0,17.025561746852926,21.633503790878173,0.0,-1.5638062141229727,-1.176100489354106,-7.304498555774119,4.758557625545219,0.2318890946938157,0.0,5.653601041015385,-0.22920132939576507,0.0,-1.3339770195651033,-2.5857088112815463,-2.8673347074614286,16.994098888039165,7.9854191012703435,-1.2359113627746074,-0.679821571457999,-0.48094093345853484,-3.303296587757756,1.7891423403768965,-0.12611340436475588,0.0,-1.3049173692741853,7.419444968824376,0.0,125.74664871757392,5.364522649721527,0.0,6.591826231895265,47.0034086690767,-0.3060398484568032,9.011054206537919,-0.5117973751901467,4.261399884546495,0.0,0.0,5.687651924584475,0.6735634145446516,5.7163559360143195,3.0233870373917866,17.55972466175814
11:40AM,0.0,-0.08407560290983725,0.0,2.054544709354415,0.0,-0.5771423576371016,1.5185181634838285,0.0,0.0,-5.490136870012372,3.609461850130101,0.0,0.0,0.0,0.0,3.8307904956176038,5.287849067083964,-0.335366505113451,1.6619083977287334,0.0,-0.24289946134269436,0.0,-0.2885711788185508,0.0,25.484463068610125,0.0,-0.6473821424057468,-0.0765973919904539,0.0,16.76883325406658,20.76840202471851,0.0,-1.4506551151419043,-1.099124556875146,-7.091303922712557,4.701351048835861,-0.18156527820772972,0.0,5.309852612608527,-0.21375152598157104,0.0,-1.2661518565870638,-2.4165343024809736,-2.7293781723484125,14.957695060956523,7.919203754777919,-1.1464854942250533,-0.6353472630448589,-0.44780347621837513,-3.6970824762956473,1.277949581969236,-0.11698831573725034,0.0,-1.2491550243025924,7.288784828227424,0.0,123.64562801081067,4.847897127000992,0.0,6.476778195916443,46.31680873127833,-0.28859998365547,8.052601113560865,-0.5007377316085614,3.508917139537753,0.0,0.0,5.607463258797415,0.841506147929004,4.832500487432361,2.9723571308206465,13.429383566617984
