ACH,ADW,AFC,ASA,ATH,BDF,BKL,BKR,BLM,BLY,BRD,BRN,BRZ,BTB,BTN,CLD,CLK,CMH,CMS,CRP,EMR,ESN,FRN,GGG,GSH,GTR,GTS,HEB,HGH,HLS,IVS,JMA,KLR,KMB,KND,LNC,MCG,MLS,MLT,MNL,MNS,MRL,MRS,MTH,MVR,OLH,PHL,PHS,PLS,RCK,RHD,RND,RPC,RRB,SBL,SGC,SGH,SNE,SSB,STK,STL,STM,SVG,SWZ,THR,TIC,TMR,UPS,URH,WHT,WLL,WRN
Alice Cook House,AD White House,Africana Center,Academic Surge A,Anabel Taylor Hall,Bradfield Hall,Baker Laboratory,Becker House,Bloomberg Center,Bailey Hall,Bard Hall,Barnes Hall,Breazzano Family Ctr for BusEd,Biotechnology Building,Barton Hall,Caldwell Hall,Clark Hall,Corson & Mudd Halls,Comstock Hall,Carpenter Hall,Emerson Hall,Judith Eisner Pavilion,Fernow Hall,Green Greenhouse Bldg G,Goldwin Smith Hall,Guterman Bioclimatic Lab,Bill and Melinda Gates Hall,Human Ecology Building,Hughes Hall,Hollister Hall,Ives Hall,Johnson Museum Of Art,Klarman Hall,Kimball Hall,Kennedy Hall,Lincoln Hall,McGraw Hall,Milstein Hall,Malott Hall,Mann Library,Muenscher Laboratory,Morrill Hall,Morrison Hall,Myron Taylor Hall,M Van Rensselaer Hall,Olin Hall,Phillips Hall,Physical Sciences Building,Plant Science Building,Rockefeller Hall,Frank H T Rhodes Hall,Rand Hall,Robert Purcell Community Center,Riley-Robb Hall,Sibley Hall,Sage Chapel,Sage Hall,Snee Hall,Space Science Building,Stocking Hall,Statler Hall,Stimson Hall,Savage Hall,Schwartz Center,Thurston Hall,Tata Innovation Center,Toni Morrison Hall,Upson Hall,Uris Hall,White Hall,Weill Hall,Warren Hall
